Numero_unique_specimen,BioSample Acession,Type_analyse,Annee_envoi,No_soumission_GQ,No_plaque_envoi,Nom_projet,Numero_unique_groupe,Numero_reception_specimen,Nom_commun,Genre,Espece,Couleur_individu,Age,Sexe_visuel,Region_echantillonnage,Lieu_echantillonnage,Latitude_echantillonnage_DD,Longitude_echantillonnage_DD,Annee_echantillonnage,Mois_echantillonnage,Jour_echantillonnage,Communaute,Nom_chasseur,Sexe_laboratoire,Technique_sexage,Responsable_sexage,Numero_unique_extrait,Haplotype,Librairie_ref
S_20_00667,SAMN36656174,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00667,ARPG_02_1040,BELUGA,Delphinapterus,leucas,NA,18,F,CSB,Pangnirtung_Nuvuatiakalak,NA,NA,2002,7,21,Pangnirtung,Robert_Dialla,F,qPCR,C_Bonnet,ADN_20_01142,HL022,librairie_143_haplotypes615
S_20_01217,NA,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_01217,ARPG_02_1041,BELUGA,Delphinapterus,leucas,NA,NA,F,CSB,Pangnirtung,NA,NA,2002,7,27,Pangnirtung,Itooloo_Kullualik,F,qPCR,S_Guillou,ADN_20_01143,NA,librairie_143_haplotypes615
S_20_00662,SAMN36656169,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00662,ARPG_02_1072,BELUGA,Delphinapterus,leucas,NA,NA,F,CSB,Pangnirtung,NA,NA,2002,7,25,Pangnirtung,NA,F,qPCR,S_Guillou,ADN_20_01145,HL021,librairie_143_haplotypes615
S_20_00663,SAMN36656170,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00663,ARPG_02_1075,BELUGA,Delphinapterus,leucas,NA,27,NA,CSB,Pangnirtung_Bon_Accord,NA,NA,2002,7,22,Pangnirtung,NA,M,qPCR,C_Bonnet,ADN_20_01146,HL022,librairie_143_haplotypes615
S_20_00778,SAMN36656247,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00778,ARPG_02_1077,BELUGA,Delphinapterus,leucas,NA,38,M,CSB,Pangnirtung_Imilit,NA,NA,2002,7,6,Pangnirtung,NA,M,qPCR,S_Guillou,ADN_20_01148,HL040,librairie_143_haplotypes615
S_20_00765,SAMN36656236,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00765,ARSQ_02_1001,BELUGA,Delphinapterus,leucas,NA,17,M,SAN,Sanikiluaq,NA,NA,2002,5,30,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01152,HL022,librairie_143_haplotypes615
S_20_00741,SAMN36656219,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00741,ARSQ_02_1004,BELUGA,Delphinapterus,leucas,NA,5,M,SAN,Sanikiluaq,NA,NA,2002,5,17,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01155,HL032,librairie_143_haplotypes615
S_20_00744,SAMN36656222,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00744,ARSQ_02_1010,BELUGA,Delphinapterus,leucas,NA,25,M,SAN,Sanikiluaq,NA,NA,2002,5,30,Sanikiluaq,Charle_Sala,M,qPCR,S_Guillou,ADN_20_02287,HL022,librairie_143_haplotypes615
S_20_00743,SAMN36656221,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00743,ARSQ_02_1034,BELUGA,Delphinapterus,leucas,NA,27,NA,SAN,NA,NA,NA,2002,NA,NA,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_02288,NA,librairie_143_haplotypes615
S_20_00730,SAMN36656211,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_00730,ARSQ_02_1035,BELUGA,Delphinapterus,leucas,NA,30,M,SAN,Sanikiluaq,NA,NA,2002,5,NA,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_02289,HL038,librairie_143_haplotypes615
S_20_03510,SAMN36656875,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03510,ARPG_07_02,BELUGA,Delphinapterus,leucas,NA,NA,F,CSB,Pangnirtung,66.2689,-67.1083,2007,7,12,Pangnirtung,NA,F,qPCR,C_Bonnet,ADN_20_01164,HL057,librairie_143_haplotypes615
S_20_03446,SAMN36656851,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03446,DL2009JB_03,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2009,7,31,DFO_MPO,NA,U,qPCR,S_Guillou,ADN_20_01166,HL008,librairie_143_haplotypes615
S_20_03448,SAMN36656853,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03448,DL2009JB_05,BELUGA,Delphinapterus,leucas,NA,NA,M,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2009,8,9,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_01168,HL008,librairie_143_haplotypes615
S_20_03515,SAMN36656879,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03515,ARCHL_15_128157,BELUGA,Delphinapterus,leucas,NA,NA,F,NWH,Churchill,NA,NA,2015,7,12,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01172,NA,librairie_143_haplotypes615
S_20_03519,SAMN36656882,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03519,ARCHL_15_128158,BELUGA,Delphinapterus,leucas,NA,NA,F,NWH,Churchill,NA,NA,2015,7,10,Churchill,NA,F,qPCR,C_Bonnet,ADN_20_01173,HL001,librairie_143_haplotypes615
S_20_03517,SAMN36656881,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03517,ARCHL_15_128160,BELUGA,Delphinapterus,leucas,NA,NA,F,NWH,Churchill,NA,NA,2015,8,8,Churchill,NA,F,qPCR,S_Guillou,ADN_20_01174,HL001,librairie_143_haplotypes615
S_20_03514,SAMN36656878,ddRADseq,2019,SCI029054,PE_20_00001,MOBELS,G_20_03514,ARCHL_15_128165,BELUGA,Delphinapterus,leucas,NA,NA,F,NWH,Churchill,NA,NA,2015,7,11,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01178,HL001,librairie_143_haplotypes615
S_20_01220,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01220,ARRB_01_1125,NARVAL,Monodon,monoceros,NA,NA,M,NHB,Repulse_Bay,NA,NA,2001,8,4,Naujaat,NA,M,qPCR,C_Bonnet,ADN_20_00966,NA,librairie_143_haplotypes615
S_20_00782,SAMN36656251,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00782,ARPG_05_1230,BELUGA,Delphinapterus,leucas,NA,NA,M,CSB,Pangnirtung,66.1466,-65.7012,2005,NA,NA,Pangnirtung,NA,M,qPCR,S_Guillou,ADN_20_00969,HL003,librairie_143_haplotypes615
S_20_00668,SAMN36656175,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00668,ARPG_05_1255,BELUGA,Delphinapterus,leucas,NA,17,M,CSB,Pangnirtung,NA,NA,2005,8,3,Pangnirtung,Silasie_Nahashuk,M,qPCR,C_Bonnet,ADN_20_00970,HL024,librairie_143_haplotypes615
S_20_00711,SAMN36656196,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00711,JBDL_07_02,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny,52.64,-78.856,2007,8,9,DFO_MPO,NA,M,qPCR,S_Guillou,ADN_20_00972,HL008,librairie_143_haplotypes615
S_20_03507,SAMN36656872,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03507,JBDL_07_03,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny,52.64,-78.856,2007,8,14,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_00973,HL008,librairie_143_haplotypes615
S_20_03450,SAMN36656855,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03450,DL2008_JB_01,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,4,DFO_MPO,NA,M,qPCR,S_Guillou,ADN_20_00976,HL008,librairie_143_haplotypes615
S_20_03451,SAMN36656856,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03451,DL2008_JB_02,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,6,DFO_MPO,NA,M,qPCR,S_Guillou,ADN_20_00977,HL008,librairie_143_haplotypes615
S_20_03453,SAMN36656858,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03453,DL2008_JB_04,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,8,DFO_MPO,NA,M,qPCR,C_Bonnet,ADN_20_00979,HL008,librairie_143_haplotypes615
S_20_03454,SAMN36656859,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03454,DL2008_JB_05,BELUGA,Delphinapterus,leucas,NA,NA,M,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,8,DFO_MPO,NA,M,qPCR,S_Guillou,ADN_20_00980,HL008,librairie_143_haplotypes615
S_20_00710,SAMN36656195,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00710,DL2008_JB_06,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,10,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_00981,HL008,librairie_143_haplotypes615
S_20_03455,SAMN36656860,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03455,DL2008_JB_07,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Pointe_de_Repentigny_James_Bay,52.64,-78.856,2008,8,16,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_00982,HL008,librairie_143_haplotypes615
S_20_03505,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_03505,ARJB_10_1001,BELUGA,Delphinapterus,leucas,NA,NA,NA,JAM,James_Bay,NA,NA,2010,8,NA,NA,NA,M,qPCR,S_Guillou,ADN_20_00983,HL008,librairie_143_haplotypes615
S_20_00698,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00698,ARJB_10_1002,BELUGA,Delphinapterus,leucas,NA,NA,NA,JAM,James_Bay,NA,NA,2010,8,12,NA,NA,U,qPCR,S_Guillou,ADN_20_00984,HL003,librairie_143_haplotypes615
S_20_00785,SAMN36656253,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00785,ARPG_06_01,BELUGA,Delphinapterus,leucas,NA,NA,NA,CSB,Pangnirtung,NA,NA,2006,7,18,Pangnirtung,NA,F,qPCR,S_Guillou,ADN_20_00989,HL003,librairie_143_haplotypes615
S_20_01213,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01213,ARAR_03_1042,BELUGA,Delphinapterus,leucas,NA,23,F,NWH,Arviat,NA,NA,2003,8,14,Arviat,NA,F,qPCR,S_Guillou,ADN_20_00992,NA,librairie_143_haplotypes615
S_20_00603,SAMN36656123,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00603,ARAR_03_1043,BELUGA,Delphinapterus,leucas,NA,5,F,NWH,Arviat,NA,NA,2003,8,NA,Arviat,NA,F,qPCR,S_Guillou,ADN_20_00993,HL004,librairie_143_haplotypes615
S_20_00798,SAMN36656263,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00798,ARAR_03_1047,BELUGA,Delphinapterus,leucas,NA,18,F,NWH,Arviat,NA,NA,2003,8,17,Arviat,NA,M,PCR,C_Bonnet,ADN_20_00996,HL001,librairie_143_haplotypes615
S_20_00799,SAMN36656264,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00799,ARAR_03_1048,BELUGA,Delphinapterus,leucas,NA,23,M,NWH,Arviat,NA,NA,2003,8,17,Arviat,NA,F,qPCR,C_Bonnet,ADN_20_00997,HL047,librairie_143_haplotypes615
S_20_00610,SAMN36656130,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00610,ARAR_03_1058,BELUGA,Delphinapterus,leucas,NA,35,F,NWH,Arviat,NA,NA,2003,8,NA,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01005,HL001,librairie_143_haplotypes615
S_20_00614,SAMN36656132,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00614,ARAR_03_1059,BELUGA,Delphinapterus,leucas,NA,11,M,NWH,Arviat,NA,NA,2003,8,14,Arviat,NA,M,qPCR,C_Bonnet,ADN_20_01006,HL003,librairie_143_haplotypes615
S_20_00609,SAMN36656129,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00609,ARAR_03_1061,BELUGA,Delphinapterus,leucas,NA,35,F,NWH,Arviat,NA,NA,2003,8,17,Arviat,NA,F,qPCR,C_Bonnet,ADN_20_01008,HL005,librairie_143_haplotypes615
S_20_00791,SAMN36656257,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00791,ARAR_03_1065,BELUGA,Delphinapterus,leucas,NA,17,F,NWH,Arviat,NA,NA,2003,8,6,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01012,HL044,librairie_143_haplotypes615
S_20_00793,SAMN36656259,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00793,ARAR_03_1067,BELUGA,Delphinapterus,leucas,NA,29,F,NWH,Arviat,NA,NA,2003,8,4,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01014,HL003,librairie_143_haplotypes615
S_20_00794,SAMN36656260,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00794,ARAR_03_1068,BELUGA,Delphinapterus,leucas,NA,6,F,NWH,Arviat,NA,NA,2003,8,14,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01015,HL003,librairie_143_haplotypes615
S_20_00795,SAMN36656261,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00795,ARAR_03_1069,BELUGA,Delphinapterus,leucas,NA,24,F,NWH,Arviat,NA,NA,2003,8,17,Arviat,NA,F,qPCR,S_Guillou,ADN_20_01016,HL045,librairie_143_haplotypes615
S_20_01032,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01032,ARAR_03_1071,BELUGA,Delphinapterus,leucas,NA,27,M,NWH,Arviat,NA,NA,2003,8,6,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01018,NA,librairie_143_haplotypes615
S_20_00617,SAMN36656135,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00617,ARAR_03_1072,BELUGA,Delphinapterus,leucas,NA,24,M,NWH,Arviat,NA,NA,2003,8,13,Arviat,NA,M,qPCR,S_Guillou,ADN_20_01019,HL003,librairie_143_haplotypes615
S_20_00611,SAMN36656131,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00611,ARAR_03_1075,BELUGA,Delphinapterus,leucas,NA,15,F,NWH,Arviat,NA,NA,2003,8,9,Arviat,NA,M,qPCR,C_Bonnet,ADN_20_01022,HL001,librairie_143_haplotypes615
S_20_00608,SAMN36656128,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00608,ARAR_03_1077,BELUGA,Delphinapterus,leucas,NA,9,F,NWH,Arviat,NA,NA,2003,8,NA,Arviat,NA,F,qPCR,C_Bonnet,ADN_20_01023,HL001,librairie_143_haplotypes615
S_20_00796,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00796,ARAR_03_1078,BELUGA,Delphinapterus,leucas,NA,8,F,NWH,Arviat,NA,NA,2003,8,14,Arviat,NA,F,qPCR,C_Bonnet,ADN_20_01024,HL001,librairie_143_haplotypes615
S_20_00808,SAMN36656273,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00808,NQ02_4148,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Bear_Island_Baie_James,54.2,-81,2002,9,7,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01030,HL001,librairie_143_haplotypes615
S_20_00809,SAMN36656274,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00809,NQ02_4149,BELUGA,Delphinapterus,leucas,NA,NA,F,JAM,Bear_Island_Baie_James,54.2,-81,2002,9,7,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01031,HL001,librairie_143_haplotypes615
S_20_00810,SAMN36656275,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00810,NQ02_4150,BELUGA,Delphinapterus,leucas,NA,NA,M,JAM,Bear_Island_Baie_James,54.2,-81,2002,9,7,Inukjuak,NA,F,qPCR,S_Guillou,ADN_20_01032,HL001,librairie_143_haplotypes615
S_20_00708,SAMN33394077,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00708,ARRB_01_1140,NARVAL,Monodon,monoceros,NA,NA,M,NHB,Repulse_Bay,NA,NA,2001,NA,NA,Naujaat,NA,M,qPCR,C_Bonnet,ADN_22_00697,NA,librairie_143_haplotypes615
S_20_01222,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01222,ARRB_01_1142,NARVAL,Monodon,monoceros,NA,NA,F,NHB,Repulse_Bay,NA,NA,2001,7,27,Naujaat,NA,F,qPCR,C_Bonnet,ADN_20_01036,NA,librairie_143_haplotypes615
S_20_01154,SAMN36656470,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01154,NQ03_5071,BELUGA,Delphinapterus,leucas,NA,22,NA,JAM,James_Bay,53.08333333,-80.58333333,2003,7,22,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01040,HL070,librairie_143_haplotypes615
S_20_01144,SAMN36656464,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_01144,NQ03_5074,BELUGA,Delphinapterus,leucas,NA,26,NA,JAM,James_Bay,53.08333333,-80.58333333,2003,7,22,Kuujjuaraapik,NA,M,qPCR,S_Guillou,ADN_20_01041,HL038,librairie_143_haplotypes615
S_20_00904,SAMN36656326,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00904,DL2003_S_5059,BELUGA,Delphinapterus,leucas,NA,NA,M,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,27,DFO_MPO,NA,M,qPCR,S_Guillou,ADN_20_01044,HL003,librairie_143_haplotypes615
S_20_00619,SAMN37456175,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00619,DL2003_S_5091,BELUGA,Delphinapterus,leucas,White,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,22,DFO_MPO,NA,F,qPCR,S_Guillou,ADN_20_01045,NA,librairie_143_haplotypes615
S_20_00602,SAMN36656122,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00602,DL2003_S_9152,BELUGA,Delphinapterus,leucas,White,NA,F,SEH,Little_Whale_River_Qilalugarsiuviup_Kuunga,56,-76.666,2003,7,22,DFO_MPO,NA,F,qPCR,C_Bonnet,ADN_20_01601,HL003,librairie_143_haplotypes615
S_20_00693,SAMN33394065,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00693,ARPG_05_1212,BELUGA,Delphinapterus,leucas,NA,24,M,CSB,Pangnirtung,NA,NA,2005,7,NA,Pangnirtung,NA,M,qPCR,S_Guillou,ADN_20_04685,HL003,librairie_143_haplotypes615
S_20_00660,SAMN36656167,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00660,ARPG_05_1220,BELUGA,Delphinapterus,leucas,NA,24,NA,CSB,Pangnirtung,NA,NA,2005,8,3,Pangnirtung,NA,M,qPCR,S_Guillou,ADN_20_04683,HL003,librairie_143_haplotypes615
S_20_00783,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00783,ARPG_05_1238,BELUGA,Delphinapterus,leucas,NA,35,F,CSB,Pangnirtung,NA,NA,2005,NA,NA,Pangnirtung,NA,F,qPCR,S_Guillou,ADN_20_01057,NA,librairie_143_haplotypes615
S_20_00690,SAMN36656186,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00690,ARPG_05_1241,BELUGA,Delphinapterus,leucas,NA,6,M,CSB,Pangnirtung,NA,NA,2005,7,9,Pangnirtung,Jackie_Nowdlak,M,qPCR,S_Guillou,ADN_20_01058,HL003,librairie_143_haplotypes615
S_20_00788,SAMN36656254,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00788,ARNR_04_01,BELUGA,Delphinapterus,leucas,NA,NA,M,SWH,Nelson_River,57.06494,-92.19655,2004,7,24,Churchill,NA,M,qPCR,C_Bonnet,ADN_20_01061,HL042,librairie_143_haplotypes615
S_20_00629,SAMN36656144,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00629,ARNR_04_02,BELUGA,Delphinapterus,leucas,NA,NA,M,SWH,Nelson_River,57.06494,-92.19655,2004,7,24,Churchill,NA,M,qPCR,C_Bonnet,ADN_20_01062,HL003,librairie_143_haplotypes615
S_20_00812,SAMN36656277,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00812,ARNR_04_04,BELUGA,Delphinapterus,leucas,NA,NA,NA,SWH,Nelson_River,57.06494,-92.19655,2004,7,26,Churchill,NA,M,qPCR,C_Bonnet,ADN_20_01065,HL003,librairie_143_haplotypes615
S_20_00632,SAMN36656146,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00632,ARNR_04_06,BELUGA,Delphinapterus,leucas,NA,NA,NA,SWH,Nelson_River,57.06494,-92.19655,2004,7,27,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01066,HL001,librairie_143_haplotypes615
S_20_00775,SAMN36656244,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00775,ARNR_05_01,BELUGA,Delphinapterus,leucas,NA,NA,NA,SWH,Nelson_River,57.06494,-92.19655,2005,7,23,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01067,HL012,librairie_143_haplotypes615
S_20_00633,SAMN36656147,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00633,ARNR_05_04,BELUGA,Delphinapterus,leucas,NA,NA,NA,SWH,Nelson_River,57.18199921,-92.37399292,2005,7,30,Churchill,NA,M,qPCR,S_Guillou,ADN_20_01070,HL001,librairie_143_haplotypes615
S_20_00669,NA,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00669,ARPG_06_1233,BELUGA,Delphinapterus,leucas,NA,35,NA,CSB,Pangnirtung,NA,NA,2006,6,29,Pangnirtung,NA,F,qPCR,C_Bonnet,ADN_20_01072,NA,librairie_143_haplotypes615
S_20_00734,SAMN36656214,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00734,ARSQ_03_1005,BELUGA,Delphinapterus,leucas,NA,19,F,SAN,Sanikiluaq,NA,NA,2003,6,28,Sanikiluaq,NA,F,qPCR,S_Guillou,ADN_20_01076,HL001,librairie_143_haplotypes615
S_20_00627,SAMN36656142,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00627,ARSQ_03_1006,BELUGA,Delphinapterus,leucas,NA,5,F,SAN,Wiegand_Island,NA,NA,2003,7,7,Sanikiluaq,NA,F,qPCR,C_Bonnet,ADN_20_04818,HL001,librairie_143_haplotypes615
S_20_00628,SAMN36656143,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00628,ARSQ_03_1007,BELUGA,Delphinapterus,leucas,NA,NA,M,SAN,Wiegand_Island,NA,NA,2003,7,7,Sanikiluaq,NA,M,qPCR,C_Bonnet,ADN_20_01078,HL001,librairie_143_haplotypes615
S_20_00726,SAMN36656208,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00726,ARSQ_03_1014,BELUGA,Delphinapterus,leucas,NA,23,M,SAN,Sanikiluaq,NA,NA,2003,9,29,Sanikiluaq,Markossie_Sala,M,qPCR,S_Guillou,ADN_20_01083,HL001,librairie_143_haplotypes615
S_20_00745,SAMN36656223,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00745,ARSQ_03_1020,BELUGA,Delphinapterus,leucas,NA,20,NA,SAN,Sanikiluaq,NA,NA,2003,9,NA,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01086,HL001,librairie_143_haplotypes615
S_20_00751,SAMN36656227,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00751,ARSQ_03_1024,BELUGA,Delphinapterus,leucas,NA,23,NA,SAN,Sanikiluaq,NA,NA,2003,NA,NA,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01088,HL001,librairie_143_haplotypes615
S_20_00750,SAMN36656226,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00750,ARSQ_03_1040,BELUGA,Delphinapterus,leucas,NA,21,M,SAN,Sanikiluaq,NA,NA,2003,9,29,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01089,HL001,librairie_143_haplotypes615
S_20_00748,SAMN36656224,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00748,ARSQ_04_1065,BELUGA,Delphinapterus,leucas,NA,53,F,SAN,Sanikiluaq,NA,NA,2004,6,17,Sanikiluaq,Charlie_Sala,F,qPCR,S_Guillou,ADN_20_01090,HL001,librairie_143_haplotypes615
S_20_00752,SAMN37454517,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00752,ARSQ_2004_1,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01100,HL008,librairie_143_haplotypes615
S_20_00758,SAMN36656233,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00758,ARSQ_2004_8,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01107,HL039,librairie_143_haplotypes615
S_20_00759,SAMN37454533,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00759,ARSQ_2004_9,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01108,HL016,librairie_143_haplotypes615
S_20_00753,SAMN36656228,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00753,ARSQ_2004_11,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,U,qPCR,S_Guillou,ADN_20_01110,HL034,librairie_143_haplotypes615
S_20_00764,SAMN36656235,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00764,ARSQ_2004_16,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01115,HL001,librairie_143_haplotypes615
S_20_00740,SAMN36656218,ddRADseq,2019,SCI029054,PE_20_00002,MOBELS,G_20_00740,ARSQ_2004_17,BELUGA,Delphinapterus,leucas,NA,NA,NA,SAN,Sanikiluaq,56.10311,-79.33353,2005,5,19,Sanikiluaq,NA,M,qPCR,S_Guillou,ADN_20_01116,HL033,librairie_143_haplotypes615
