Fasta Header,SampleID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Region2,Harvest Region,SampleID,Mitochondrial clade
101.SEH.1994.BELUGA.ADN_20_02630.S_20_01867.mito (bases 1 to 16386),S_20_01867,9.668641334,-0.510771795,-0.019678877,-0.27986844,-0.357308508,-0.054463639,0.346501019,1.011194306,0.004671416,-0.021750275,101.SEH.1994.BELUGA.ADN_20_02630.S_20_01867.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01867,Clade A
90.SEH.1997.BELUGA.ADN_20_03225.S_20_03105.mito (bases 1 to 16386),S_20_03105,9.666652045,-0.510357586,-0.019560381,-0.276934331,-0.353352334,-0.053475457,0.339024179,0.984938214,0.004541246,-0.020950171,90.SEH.1997.BELUGA.ADN_20_03225.S_20_03105.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03105,Clade A
100.SEH.1994.BELUGA.ADN_20_01677.S_20_01784.mito (bases 1 to 16386),S_20_01784,9.666652045,-0.510357586,-0.019560381,-0.276934331,-0.353352334,-0.053475457,0.339024179,0.984938214,0.004541246,-0.020950171,100.SEH.1994.BELUGA.ADN_20_01677.S_20_01784.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01784,Clade A
MW316159:Canada.NastapokaRiver (bases 1 to 16386),,9.666652045,-0.510357586,-0.019560381,-0.276934331,-0.353352334,-0.053475457,0.339024179,0.984938214,0.004541246,-0.020950171,MW316159:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
102.SEH.1994.BELUGA.ADN_20_01678.S_20_01765.mito (bases 1 to 16386),S_20_01765,9.666652045,-0.510357586,-0.019560381,-0.276934331,-0.353352334,-0.053475457,0.339024179,0.984938214,0.004541246,-0.020950171,102.SEH.1994.BELUGA.ADN_20_01678.S_20_01765.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01765,Clade A
MW316162:Canada.NastapokaRiver (bases 1 to 16386),,9.680836573,-0.503976207,-0.013902962,-0.300371992,-0.388060823,-0.059392719,0.402851186,1.245345093,0.081306074,-0.051744343,MW316162:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
MW316158:Canada.NastapokaRiver (bases 1 to 16386),,9.680836573,-0.503976207,-0.013902962,-0.300371992,-0.388060823,-0.059392719,0.402851186,1.245345093,0.081306074,-0.051744343,MW316158:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
91.SEH.1997.BELUGA.ADN_20_03223.S_20_03103.mito (bases 1 to 16386),S_20_03103,9.678844776,-0.503567509,-0.013819245,-0.297222927,-0.383764155,-0.058315104,0.394158415,1.213009176,0.079040465,-0.04984088,91.SEH.1997.BELUGA.ADN_20_03223.S_20_03103.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03103,Clade A
92.SEH.1997.BELUGA.ADN_20_03224.S_20_03104.mito (bases 1 to 16386),S_20_03104,9.678844776,-0.503567509,-0.013819245,-0.297222927,-0.383764155,-0.058315104,0.394158415,1.213009176,0.079040465,-0.04984088,92.SEH.1997.BELUGA.ADN_20_03224.S_20_03104.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03104,Clade A
MW316155:Canada.NastapokaRiver (bases 1 to 16386),,9.678844776,-0.503567509,-0.013819245,-0.297222927,-0.383764155,-0.058315104,0.394158415,1.213009176,0.079040465,-0.04984088,MW316155:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
103.SEH.2000.BELUGA.ADN_20_04477.S_20_02340.mito (bases 1 to 16386),S_20_02340,9.689071969,-0.501548995,-0.00850359,-0.321084826,-0.420785593,-0.05283288,0.409727625,1.311144127,0.12045634,-0.070178575,103.SEH.2000.BELUGA.ADN_20_04477.S_20_02340.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02340,Clade A
98.SEH.2016.BELUGA.ADN_20_02489.S_20_03418.mito (bases 1 to 16386),S_20_03418,9.629568874,-0.49771337,0.205883149,-0.348183962,-0.622144468,0.032780639,0.137451752,0.84905214,0.055210645,-0.175797169,98.SEH.2016.BELUGA.ADN_20_02489.S_20_03418.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03418,Clade A
95.SEH.2016.BELUGA.ADN_20_02490.S_20_03421.mito (bases 1 to 16386),S_20_03421,9.608235999,-0.488934899,-0.02784143,-0.323528289,-0.413624475,-0.071484991,0.476037647,1.520774246,0.112780328,-0.084882398,95.SEH.2016.BELUGA.ADN_20_02490.S_20_03421.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03421,Clade A
99.SEH.2016.BELUGA.ADN_20_03865.S_20_03419.mito (bases 1 to 16386),S_20_03419,9.608235999,-0.488934899,-0.02784143,-0.323528289,-0.413624475,-0.071484991,0.476037647,1.520774246,0.112780328,-0.084882398,99.SEH.2016.BELUGA.ADN_20_03865.S_20_03419.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03419,Clade A
94.SEH.2016.BELUGA.ADN_20_01726.S_20_03420.mito (bases 1 to 16386),S_20_03420,9.543601655,-0.487374053,0.214101716,-0.731031494,-1.318487484,0.465198215,-0.33704618,-1.337273726,0.1247405,0.228062977,94.SEH.2016.BELUGA.ADN_20_01726.S_20_03420.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03420,Clade A
76.SEH.2015.BELUGA.ADN_20_03815.S_20_02866.mito (bases 1 to 16386),S_20_02866,9.543637886,-0.487249963,0.213918152,-0.731496008,-1.318109691,0.4652196,-0.337367643,-1.337327616,0.124547971,0.228064483,76.SEH.2015.BELUGA.ADN_20_03815.S_20_02866.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02866,Clade A
77.SEH.2015.BELUGA.ADN_20_03814.S_20_02865.mito (bases 1 to 16386),S_20_02865,9.543637886,-0.487249963,0.213918152,-0.731496008,-1.318109691,0.4652196,-0.337367643,-1.337327616,0.124547971,0.228064483,77.SEH.2015.BELUGA.ADN_20_03814.S_20_02865.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02865,Clade A
93.SEH.2015.BELUGA.ADN_20_03812.S_20_02863.mito (bases 1 to 16386),S_20_02863,9.543637886,-0.487249963,0.213918152,-0.731496008,-1.318109691,0.4652196,-0.337367643,-1.337327616,0.124547971,0.228064483,93.SEH.2015.BELUGA.ADN_20_03812.S_20_02863.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02863,Clade A
MW316160:Canada.NastapokaRiver (bases 1 to 16386),,9.539710751,-0.486459644,0.211341382,-0.716160603,-1.288918983,0.448338002,-0.322811592,-1.267879751,0.117604183,0.21128539,MW316160:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade A
97.SEH.2016.BELUGA.ADN_20_02491.S_20_03422.mito (bases 1 to 16386),S_20_03422,9.539710751,-0.486459644,0.211341382,-0.716160603,-1.288918983,0.448338002,-0.322811592,-1.267879751,0.117604183,0.21128539,97.SEH.2016.BELUGA.ADN_20_02491.S_20_03422.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_03422,Clade A
75.SEH.1990.BELUGA.ADN_20_01754.S_20_01865.mito (bases 1 to 16386),S_20_01865,9.51498829,-0.485879357,0.228106104,-0.605065519,-1.129230221,0.346599211,-0.255390966,-0.860449214,0.072764277,0.120076894,75.SEH.1990.BELUGA.ADN_20_01754.S_20_01865.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01865,Clade A
MW316154:Canada.NastapokaRiver (bases 1 to 16382),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316154:Canada.NastapokaRiver (bases 1 to 16382),Canada: South-East Hudson Bay,,Clade C
MW316157:Canada.NastapokaRiver (bases 1 to 16386),,-1.192015101,4.012654745,0.372580432,0.135259321,0.083052751,0.83290509,-0.079040371,0.12077606,-0.811591809,0.233697295,MW316157:Canada.NastapokaRiver (bases 1 to 16386),Canada: South-East Hudson Bay,,Clade C
83.SEH.2020.BELUGA.ADN_20_04608.S_20_01151.mito (bases 1 to 16386),S_20_01151,-1.193612213,4.03393111,0.387808768,0.144756026,0.090049115,0.946383646,-0.088272254,0.14569136,-0.996309677,0.313321637,83.SEH.2020.BELUGA.ADN_20_04608.S_20_01151.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01151,Clade C
85.SEH.2020.BELUGA.ADN_20_03840.S_20_02890.mito (bases 1 to 16386),S_20_02890,-1.193612213,4.03393111,0.387808768,0.144756026,0.090049115,0.946383646,-0.088272254,0.14569136,-0.996309677,0.313321637,85.SEH.2020.BELUGA.ADN_20_03840.S_20_02890.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_02890,Clade C
79.SEH.2019.BELUGA.ADN_20_04594.S_20_01175.mito (bases 1 to 16386),S_20_01175,-1.194884129,4.039031452,0.388161464,0.122210931,0.114768803,0.98443352,-0.013345417,0.149239619,-1.061846635,0.37081633,79.SEH.2019.BELUGA.ADN_20_04594.S_20_01175.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01175,Clade C
81.SEH.2019.BELUGA.ADN_20_04582.S_20_01736.mito (bases 1 to 16386),S_20_01736,-1.194884129,4.039031452,0.388161464,0.122210931,0.114768803,0.98443352,-0.013345417,0.149239619,-1.061846635,0.37081633,81.SEH.2019.BELUGA.ADN_20_04582.S_20_01736.mito (bases 1 to 16386),Canada: South-East Hudson Bay,S_20_01736,Clade C
MW316202:Russia.Shelikhov (bases 1 to 16385),,-0.910533554,1.198381132,-4.760449769,0.462122,-0.340031947,0.089963449,-0.140737796,-0.340741428,0.026466441,0.216584416,MW316202:Russia.Shelikhov (bases 1 to 16385),Russia: Shelikhov,,Clade B
MW316205:Russia.Shelikhov (bases 1 to 16384),,-0.910533554,1.198381132,-4.760449769,0.462122,-0.340031947,0.089963449,-0.140737796,-0.340741428,0.026466441,0.216584416,MW316205:Russia.Shelikhov (bases 1 to 16384),Russia: Shelikhov,,Clade B
MW316204:Russia.Shelikhov (bases 1 to 16385),,-0.923388935,1.198421546,-4.711157567,0.513466002,-0.245460519,0.032411152,-0.115977554,-0.101622008,-0.000317202,0.159261688,MW316204:Russia.Shelikhov (bases 1 to 16385),Russia: Shelikhov,,Clade B
MW316200:Russia.Shelikhov (bases 1 to 16386),,-0.923388935,1.198421546,-4.711157567,0.513466002,-0.245460519,0.032411152,-0.115977554,-0.101622008,-0.000317202,0.159261688,MW316200:Russia.Shelikhov (bases 1 to 16386),Russia: Shelikhov,,Clade B
MW316201:Russia.Shelikhov (bases 1 to 16386),,-0.923388935,1.198421546,-4.711157567,0.513466002,-0.245460519,0.032411152,-0.115977554,-0.101622008,-0.000317202,0.159261688,MW316201:Russia.Shelikhov (bases 1 to 16386),Russia: Shelikhov,,Clade B
MW316207:Russia.Shelikhov (bases 1 to 16382),,-0.949612421,1.198456162,-4.609848677,0.35074099,-0.473050366,0.095130048,-0.061376841,0.035239238,0.031492435,0.164264123,MW316207:Russia.Shelikhov (bases 1 to 16382),Russia: Shelikhov,,Clade B
MW316203:Russia.Shelikhov (bases 1 to 16383),,-0.92358081,1.199390081,-4.739698057,0.518887715,-0.248199584,0.033010574,-0.118575667,-0.104322108,-0.000324611,0.165340156,MW316203:Russia.Shelikhov (bases 1 to 16383),Russia: Shelikhov,,Clade B
MW316208:Russia.Shelikhov (bases 1 to 16380),,-0.92358081,1.199390081,-4.739698057,0.518887715,-0.248199584,0.033010574,-0.118575667,-0.104322108,-0.000324611,0.165340156,MW316208:Russia.Shelikhov (bases 1 to 16380),Russia: Shelikhov,,Clade B
MW316206:Russia.Shelikhov (bases 1 to 16383),,-0.949922225,1.200985049,-4.637125024,0.352218027,-0.481538863,0.076201851,-0.063064217,0.033343049,0.021627513,0.173458803,MW316206:Russia.Shelikhov (bases 1 to 16383),Russia: Shelikhov,,Clade B
MW316199:Russia.Shelikhov (bases 1 to 16385),,-1.180197958,3.859610862,0.271310514,0.05555809,0.050801152,0.018189199,-0.02846052,-0.040986497,0.571300563,-0.047762435,MW316199:Russia.Shelikhov (bases 1 to 16385),Russia: Shelikhov,,Clade C
249.SHS.2018.BELUGA.ADN_20_05060.S_20_03385.mito (bases 1 to 16387),S_20_03385,-2.195744636,-1.555358153,0.26165724,0.789451347,-0.505221009,-0.067168419,0.307991153,-0.071628142,-0.041154671,-0.07534072,249.SHS.2018.BELUGA.ADN_20_05060.S_20_03385.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_03385,Clade D
260.SHS.1994.BELUGA.ADN_20_02823.S_20_01883.mito (bases 1 to 16387),S_20_01883,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,260.SHS.1994.BELUGA.ADN_20_02823.S_20_01883.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01883,Clade D
262.SHS.2010.BELUGA.ADN_20_04035.S_20_01968.mito (bases 1 to 16387),S_20_01968,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,262.SHS.2010.BELUGA.ADN_20_04035.S_20_01968.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01968,Clade D
274.SHS.2017.BELUGA.ADN_20_04518.S_20_03551.mito (bases 1 to 16387),S_20_03551,-2.195518753,-1.554727496,0.260869455,0.785313088,-0.502424068,-0.066559071,0.304668218,-0.070698215,-0.04058128,-0.073954982,274.SHS.2017.BELUGA.ADN_20_04518.S_20_03551.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_03551,Clade D
257.SHS.2019.BELUGA.ADN_20_04609.S_20_01160.mito (bases 1 to 16386),S_20_01160,-2.103443477,-1.548617585,0.236958842,0.575103041,-0.353433944,-0.038821003,0.181339837,-0.025377317,-0.016004023,0.018939159,257.SHS.2019.BELUGA.ADN_20_04609.S_20_01160.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01160,Clade D
240.SHS.1999.BELUGA.ADN_20_01892.S_20_01935.mito (bases 1 to 16387),S_20_01935,-2.19215206,-1.543610135,0.253693009,0.708028902,-0.423854602,-0.013563874,0.198409844,-0.047685935,0.006664595,0.026881418,240.SHS.1999.BELUGA.ADN_20_01892.S_20_01935.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01935,Clade D
245.SHS.2003.BELUGA.ADN_20_02725.S_20_00905.mito (bases 1 to 16387),S_20_00905,-2.19215206,-1.543610135,0.253693009,0.708028902,-0.423854602,-0.013563874,0.198409844,-0.047685935,0.006664595,0.026881418,245.SHS.2003.BELUGA.ADN_20_02725.S_20_00905.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_00905,Clade D
268.SHS.2019.BELUGA.ADN_20_02311.S_20_01699.mito (bases 1 to 16387),S_20_01699,-2.190858544,-1.539031951,0.246740288,0.69218344,-0.41028774,-0.012783328,0.186950149,-0.050602127,-0.001426718,0.027449427,268.SHS.2019.BELUGA.ADN_20_02311.S_20_01699.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01699,Clade D
253.SHS.1995.BELUGA.ADN_20_05083.S_20_03438.mito (bases 1 to 16387),S_20_03438,-2.190633163,-1.538407914,0.245997414,0.688555054,-0.408016357,-0.012667358,0.184933133,-0.049945174,-0.00140684,0.026944551,253.SHS.1995.BELUGA.ADN_20_05083.S_20_03438.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_03438,Clade D
263.SHS.2007.BELUGA.ADN_20_02564.S_20_02719.mito (bases 1 to 16387),S_20_02719,-2.186255492,-1.52884802,0.228359625,0.61370482,-0.386363631,-0.041075515,0.165166874,-0.031465321,-0.016338119,-0.014763557,263.SHS.2007.BELUGA.ADN_20_02564.S_20_02719.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_02719,Clade D
282.SHS.2005.BELUGA.ADN_20_04236.S_20_03257.mito (bases 1 to 16387),S_20_03257,-2.186030539,-1.528227609,0.227667926,0.61045373,-0.384200745,-0.040695994,0.163345579,-0.031045926,-0.016103962,-0.014481641,282.SHS.2005.BELUGA.ADN_20_04236.S_20_03257.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_03257,Clade D
242.SHS.2004.BELUGA.ADN_20_04340.S_20_02539.mito (bases 1 to 16387),S_20_02539,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,242.SHS.2004.BELUGA.ADN_20_04340.S_20_02539.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_02539,Clade D
246.SHS.2004.BELUGA.ADN_20_04390.S_20_00986.mito (bases 1 to 16387),S_20_00986,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,246.SHS.2004.BELUGA.ADN_20_04390.S_20_00986.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_00986,Clade D
275.SHS.2018.BELUGA.ADN_20_03885.S_20_02925.mito (bases 1 to 16387),S_20_02925,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,275.SHS.2018.BELUGA.ADN_20_03885.S_20_02925.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_02925,Clade D
278.SHS.2020.BELUGA.ADN_20_04603.S_20_01169.mito (bases 1 to 16387),S_20_01169,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,278.SHS.2020.BELUGA.ADN_20_04603.S_20_01169.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01169,Clade D
279.SHS.2020.BELUGA.ADN_20_04591.S_20_01743.mito (bases 1 to 16387),S_20_01743,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,279.SHS.2020.BELUGA.ADN_20_04591.S_20_01743.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01743,Clade D
285.SHS.1995.BELUGA.ADN_20_05084.S_20_03439.mito (bases 1 to 16387),S_20_03439,-2.185580771,-1.526988296,0.226297023,0.604053804,-0.379946817,-0.03995761,0.159820888,-0.030239805,-0.015655222,-0.01394892,285.SHS.1995.BELUGA.ADN_20_05084.S_20_03439.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_03439,Clade D
273.SHS.2013.BELUGA.ADN_20_04066.S_20_01998.mito (bases 1 to 16387),S_20_01998,-2.182239903,-1.390880455,0.351909365,0.949933946,-0.125383943,0.217805508,0.130176008,-0.126284202,0.179925961,0.15802863,273.SHS.2013.BELUGA.ADN_20_04066.S_20_01998.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01998,Clade D
255.SHS.2007.BELUGA.ADN_20_02545.S_20_02755.mito (bases 1 to 16386),S_20_02755,-2.132569289,-1.374235238,0.010839374,-0.589254449,0.321744117,0.012559881,-0.2906362,0.066407419,0.05893752,0.115355638,255.SHS.2007.BELUGA.ADN_20_02545.S_20_02755.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02755,Clade D
283.SHS.2019.BELUGA.ADN_20_02344.S_20_01705.mito (bases 1 to 16386),S_20_01705,-2.07343653,-1.366437589,-0.20037687,-0.357448123,0.43326262,-0.090476229,-0.185948385,0.447163131,0.020608069,0.11222857,283.SHS.2019.BELUGA.ADN_20_02344.S_20_01705.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01705,Clade D
272.SHS.2010.BELUGA.ADN_20_04504.S_20_03471.mito (bases 1 to 16386),S_20_03471,-2.124023642,-1.363899657,0.019708762,-0.421544715,0.201508059,0.000737251,-0.473189574,0.090200601,-0.003033339,-0.015587294,272.SHS.2010.BELUGA.ADN_20_04504.S_20_03471.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_03471,Clade D
271.SHS.2002.BELUGA.ADN_20_04117.S_20_02138.mito (bases 1 to 16386),S_20_02138,-2.123805137,-1.363346631,0.019649423,-0.419335002,0.200392495,0.000730563,-0.468084303,0.089029552,-0.002991077,-0.015300598,271.SHS.2002.BELUGA.ADN_20_04117.S_20_02138.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02138,Clade D
244.SHS.2013.BELUGA.ADN_20_04097.S_20_02024.mito (bases 1 to 16386),S_20_02024,-2.123587896,-1.362798036,0.019561076,-0.417194952,0.199315444,0.000643032,-0.462771724,0.0878041,-0.00341359,-0.014834245,244.SHS.2013.BELUGA.ADN_20_04097.S_20_02024.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02024,Clade D
247.SHS.2013.BELUGA.ADN_20_04095.S_20_02022.mito (bases 1 to 16386),S_20_02022,-2.123586273,-1.362793759,0.019561099,-0.417155989,0.199295569,0.000642841,-0.462619987,0.087763741,-0.003411897,-0.014817899,247.SHS.2013.BELUGA.ADN_20_04095.S_20_02022.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02022,Clade D
280.SHS.2000.BELUGA.ADN_20_04465.S_20_02328.mito (bases 1 to 16386),S_20_02328,-2.123367723,-1.362240285,0.01950149,-0.414922761,0.198167444,0.000636792,-0.457406771,0.086562972,-0.003361606,-0.014524237,280.SHS.2000.BELUGA.ADN_20_04465.S_20_02328.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02328,Clade D
250.SHS.2019.BELUGA.ADN_20_04597.S_20_01750.mito (bases 1 to 16386),S_20_01750,-2.123149285,-1.361687932,0.019442776,-0.412747759,0.197070374,0.000631015,-0.452471782,0.085439149,-0.00331477,-0.014257093,250.SHS.2019.BELUGA.ADN_20_04597.S_20_01750.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01750,Clade D
270.SHS.2013.BELUGA.ADN_20_04084.S_20_02016.mito (bases 1 to 16386),S_20_02016,-2.122930825,-1.361135355,0.019383885,-0.410561297,0.195967197,0.000625185,-0.447482968,0.084300545,-0.003267272,-0.013984944,270.SHS.2013.BELUGA.ADN_20_04084.S_20_02016.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02016,Clade D
241.SHS.2004.BELUGA.ADN_20_04338.S_20_02537.mito (bases 1 to 16386),S_20_02537,-2.126417444,-1.360756554,0.02892362,-0.404762239,0.192638326,0.009311993,-0.479505677,0.091265453,0.028562971,-0.024026174,241.SHS.2004.BELUGA.ADN_20_04338.S_20_02537.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02537,Clade D
243.SHS.2009.BELUGA.ADN_20_05055.S_20_02799.mito (bases 1 to 16386),S_20_02799,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,243.SHS.2009.BELUGA.ADN_20_05055.S_20_02799.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02799,Clade D
248.SHS.2018.BELUGA.ADN_20_05071.S_20_03396.mito (bases 1 to 16386),S_20_03396,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,248.SHS.2018.BELUGA.ADN_20_05071.S_20_03396.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_03396,Clade D
252.SHS.1995.BELUGA.ADN_20_05085.S_20_03440.mito (bases 1 to 16386),S_20_03440,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,252.SHS.1995.BELUGA.ADN_20_05085.S_20_03440.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_03440,Clade D
256.SHS.2018.BELUGA.ADN_20_04008.S_20_02952.mito (bases 1 to 16386),S_20_02952,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,256.SHS.2018.BELUGA.ADN_20_04008.S_20_02952.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02952,Clade D
261.SHS.2000.BELUGA.ADN_20_04466.S_20_02329.mito (bases 1 to 16386),S_20_02329,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,261.SHS.2000.BELUGA.ADN_20_04466.S_20_02329.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02329,Clade D
281.SHS.2019.BELUGA.ADN_20_02324.S_20_01140.mito (bases 1 to 16386),S_20_01140,-2.122712432,-1.36058345,0.019325525,-0.408409158,0.194882308,0.000619514,-0.442655048,0.083206095,-0.003221751,-0.01372772,281.SHS.2019.BELUGA.ADN_20_02324.S_20_01140.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01140,Clade D
265.SHS.2019.BELUGA.ADN_20_02318.S_20_01182.mito (bases 1 to 16387),S_20_01182,-2.200257032,-1.342923716,0.329948078,0.628148915,-0.394003638,-0.067793411,0.139020062,0.000623177,0.01696164,0.075497967,265.SHS.2019.BELUGA.ADN_20_02318.S_20_01182.mito (bases 1 to 16387),Canada: South Hudson Strait,S_20_01182,Clade D
259.SHS.2019.BELUGA.ADN_20_04604.S_20_01165.mito (bases 1 to 16386),S_20_01165,9.679840572,-0.503771775,-0.013860977,-0.298789162,-0.38590053,-0.058848979,0.398457395,1.22896447,0.080157264,-0.050774778,259.SHS.2019.BELUGA.ADN_20_04604.S_20_01165.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01165,Clade A
258.SHS.2019.BELUGA.ADN_20_04558.S_20_01162.mito (bases 1 to 16386),S_20_01162,9.606381063,-0.490112466,-0.028531124,-0.320289538,-0.409363794,-0.07061159,0.466506516,1.481318484,0.099471672,-0.075337826,258.SHS.2019.BELUGA.ADN_20_04558.S_20_01162.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01162,Clade A
284.SHS.2017.BELUGA.ADN_20_04538.S_20_03550.mito (bases 1 to 16386),S_20_03550,9.539710751,-0.486459644,0.211341382,-0.716160603,-1.288918983,0.448338002,-0.322811592,-1.267879751,0.117604183,0.21128539,284.SHS.2017.BELUGA.ADN_20_04538.S_20_03550.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_03550,Clade A
251.SHS.2019.BELUGA.ADN_20_04589.S_20_01726.mito (bases 1 to 16386),S_20_01726,9.526668031,-0.485447406,0.231968524,-0.659971767,-1.19811244,0.392417992,-0.301088207,-1.037607827,0.091558032,0.161929918,251.SHS.2019.BELUGA.ADN_20_04589.S_20_01726.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01726,Clade A
254.SHS.2000.BELUGA.ADN_20_04454.S_20_02317.mito (bases 1 to 16386),S_20_02317,9.48759483,-0.478663154,0.175001899,-0.49249763,-0.894713197,0.200228498,-0.101538461,-0.266081428,0.008556703,-0.046407215,254.SHS.2000.BELUGA.ADN_20_04454.S_20_02317.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_02317,Clade A
277.SHS.2020.BELUGA.ADN_20_04585.S_20_01754.mito (bases 1 to 16386),S_20_01754,9.323922299,-0.447215822,0.176796374,-0.516490233,-0.916172893,0.202472502,-0.126147389,-0.245965163,0.003457476,-0.061283867,277.SHS.2020.BELUGA.ADN_20_04585.S_20_01754.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01754,Clade A
269.SHS.2019.BELUGA.ADN_20_02315.S_20_01644.mito (bases 1 to 16386),S_20_01644,-1.180912334,3.869084363,0.276632641,0.05604212,0.050405311,0.018699305,-0.021998185,-0.000113129,0.645990762,-0.063738179,269.SHS.2019.BELUGA.ADN_20_02315.S_20_01644.mito (bases 1 to 16386),Canada: South Hudson Strait,S_20_01644,Clade C
