"Numero_unique_specimen","Numero_reception_specimen","Numero_unique_groupe","Nom_commun","Genre","Espece","Couleur_individu","Age","Sexe_visuel","Region_echantillonnage","Lieu_echantillonnage","Latitude_echantillonnage_DD","Longitude_echantillonnage_DD","Annee_echantillonnage","Mois_echantillonnage","Jour_echantillonnage","Communaute","Nom_chasseur","Sexe_laboratoire","Technique_sexage","Responsable_sexage","Numero_unique_extrait","Haplotype","Librairie_ref"
"S_20_00704","ARAR_99_1008","G_20_00704","BELUGA","Delphinapterus","leucas",NA,23,NA,"NWH","Arviat",NA,NA,1999,"8",11,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01237","HL003","librairie_143_haplotypes615"
"S_20_00705","ARHU97_009","G_20_00705","BELUGA","Delphinapterus","leucas",NA,24,"F","NWH","Chesterfield_Inlet",NA,NA,1997,"7",17,"Chesterfield Inlet",NA,"F","qPCR","S_Guillou","ADN_20_01507","HL003","librairie_143_haplotypes615"
"S_20_00706","AREP85_07","G_20_00706","BELUGA","Delphinapterus","leucas",NA,NA,NA,"NWH","Sentry_Island","61.092528","-93.97632",1985,"7",31,NA,"Noah_Muckpah","M","qPCR","S_Guillou","ADN_20_01542","HL031","librairie_143_haplotypes615"
"S_20_00707","AREP85_05","G_20_00707","BELUGA","Delphinapterus","leucas",NA,NA,NA,"NWH","Sentry_Island","61.092529","-93.976321",1985,"7",22,NA,"Noah_Muckpah","F","qPCR","S_Guillou","ADN_20_01541","HL003","librairie_143_haplotypes615"
"S_20_00708","ARRB_01_1140","G_20_00708","NARVAL","Monodon","monoceros",NA,NA,"M","NHB","Repulse_Bay",NA,NA,2001,NA,NA,"Naujaat",NA,"M","qPCR","C_Bonnet","ADN_22_00697",NA,"librairie_143_haplotypes615"
"S_20_00709","PGDL_02_02","G_20_00709","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung_West_Cumberland_Sound","65.24083333","-66.65805556",2002,"7",NA,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_01134","HL024","librairie_143_haplotypes615"
"S_20_00710","DL2008_JB_06","G_20_00710","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny_James_Bay","52.64","-78.856",2008,"8",10,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_00981","HL008","librairie_143_haplotypes615"
"S_20_00711","JBDL_07_02","G_20_00711","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny","52.64","-78.856",2007,"8",9,"DFO_MPO",NA,"M","qPCR","S_Guillou","ADN_20_00972","HL008","librairie_143_haplotypes615"
"S_20_00712","JBDL_07_04","G_20_00712","BELUGA","Delphinapterus","leucas",NA,NA,"F","JAM","Pointe_de_Repentigny","52.64","-78.856",2007,"8",14,"DFO_MPO",NA,"F","qPCR","C_Bonnet","ADN_20_00974","HL008","librairie_143_haplotypes615"
"S_20_00713","ARSQ_02_1036","G_20_00713","BELUGA","Delphinapterus","leucas",NA,20,NA,"SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02290","HL032","librairie_143_haplotypes615"
"S_20_00714","ARSQ_04_1093","G_20_00714","BELUGA","Delphinapterus","leucas",NA,27,NA,"SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_04851","HL001","librairie_143_haplotypes615"
"S_20_00715","ARSQ_2004_7","G_20_00715","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01106","HL033","librairie_143_haplotypes615"
"S_20_00716","ARSQ_04_1092","G_20_00716","BELUGA","Delphinapterus","leucas",NA,43,NA,"SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01126","HL034","librairie_143_haplotypes615"
"S_20_00717","ARSQ_04_1073","G_20_00717","BELUGA","Delphinapterus","leucas",NA,27,"F","SAN","Sanikiluaq",NA,NA,2004,"6",19,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01096","HL035","librairie_143_haplotypes615"
"S_20_00718","ARSQ_03_1018","G_20_00718","BELUGA","Delphinapterus","leucas",NA,22,"M","SAN","Sanikiluaq",NA,NA,2003,"9",29,"Sanikiluaq","Charlie_Sala","M","qPCR","S_Guillou","ADN_20_01085","HL036","librairie_143_haplotypes615"
"S_20_00719","ARSQ_2004_6","G_20_00719","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01105","HL037","librairie_143_haplotypes615"
"S_20_00720","ARSQ_03_1017","G_20_00720","BELUGA","Delphinapterus","leucas",NA,16,"M","SAN","Sanikiluaq",NA,NA,2003,"9",29,"Sanikiluaq","Charlie_Sala","M","qPCR","S_Guillou","ADN_20_01084","HL022","librairie_143_haplotypes615"
"S_20_00721","ARSQ_04_1072","G_20_00721","BELUGA","Delphinapterus","leucas",NA,18,"F","SAN","Sanikiluaq",NA,NA,2004,"6",18,"Sanikiluaq","Lucassie_Ippak","F","qPCR","S_Guillou","ADN_20_01095","HL001","librairie_143_haplotypes615"
"S_20_00722","ARSQ_04_1032","G_20_00722","BELUGA","Delphinapterus","leucas",NA,19,"F","SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_04849",NA,"librairie_143_haplotypes615"
"S_20_00723","ARSQ_04_1091","G_20_00723","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Coats_Bay","56.2","-79.5",2004,"12",17,"Sanikiluaq","Peter_Kattuk","M","qPCR","S_Guillou","ADN_20_04850","HL001","librairie_143_haplotypes615"
"S_20_00724","ARSQ_2004_15","G_20_00724","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01114","HL034","librairie_143_haplotypes615"
"S_20_00725","ARSQ_2004_5","G_20_00725","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01104","HL001","librairie_143_haplotypes615"
"S_20_00726","ARSQ_03_1014","G_20_00726","BELUGA","Delphinapterus","leucas",NA,23,"M","SAN","Sanikiluaq",NA,NA,2003,"9",29,"Sanikiluaq","Markossie_Sala","M","qPCR","S_Guillou","ADN_20_01083","HL001","librairie_143_haplotypes615"
"S_20_00727","ARSQ_02_1038","G_20_00727","BELUGA","Delphinapterus","leucas",NA,25,NA,"SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02292","HL032","librairie_143_haplotypes615"
"S_20_00728","ARSQ_04_1069","G_20_00728","BELUGA","Delphinapterus","leucas",NA,37,NA,"SAN","Sanikiluaq",NA,NA,2004,"7",5,"Sanikiluaq","Charlie_Sala","M","qPCR","S_Guillou","ADN_20_01093","HL009","librairie_143_haplotypes615"
"S_20_00729","ARSQ_2004_4","G_20_00729","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01103","HL001","librairie_143_haplotypes615"
"S_20_00730","ARSQ_02_1035","G_20_00730","BELUGA","Delphinapterus","leucas",NA,30,"M","SAN","Sanikiluaq",NA,NA,2002,"5",NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02289","HL038","librairie_143_haplotypes615"
"S_20_00731","ARSQ_04_1025","G_20_00731","BELUGA","Delphinapterus","leucas",NA,20,"M","SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_04847","HL016","librairie_143_haplotypes615"
"S_20_00732","ARSQ_04_1067","G_20_00732","BELUGA","Delphinapterus","leucas",NA,38,NA,"SAN","Sanikiluaq",NA,NA,2004,"7",NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01092","HL001","librairie_143_haplotypes615"
"S_20_00733","ARSQ_04_1030","G_20_00733","BELUGA","Delphinapterus","leucas",NA,23,"F","SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01123","HL033","librairie_143_haplotypes615"
"S_20_00734","ARSQ_03_1005","G_20_00734","BELUGA","Delphinapterus","leucas",NA,19,"F","SAN","Sanikiluaq",NA,NA,2003,"6",28,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01076","HL001","librairie_143_haplotypes615"
"S_20_00735","ARSQ_2004_18","G_20_00735","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01117","HL033","librairie_143_haplotypes615"
"S_20_00736","ARSQ_04_1112","G_20_00736","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2004,"6",NA,NA,NA,"F","qPCR","C_Bonnet","ADN_20_02293","HL008","librairie_143_haplotypes615"
"S_20_00737","ARSQ_2004_3","G_20_00737","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2005,"12",NA,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01102","HL039","librairie_143_haplotypes615"
"S_20_00738","ARSQ_04_1066","G_20_00738","BELUGA","Delphinapterus","leucas",NA,21,"F","SAN","Sanikiluaq",NA,NA,2004,"6",17,"Sanikiluaq","Charlie_Sala","U","qPCR","S_Guillou","ADN_20_01091","HL001","librairie_143_haplotypes615"
"S_20_00739","ARSQ_02_1037","G_20_00739","BELUGA","Delphinapterus","leucas",NA,18,"M","SAN","Sanikiluaq",NA,NA,2002,"5",NA,"Sanikiluaq",NA,"M","qPCR","C_Bonnet","ADN_20_02291","HL001","librairie_143_haplotypes615"
"S_20_00740","ARSQ_2004_17","G_20_00740","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01116","HL033","librairie_143_haplotypes615"
"S_20_00741","ARSQ_02_1004","G_20_00741","BELUGA","Delphinapterus","leucas",NA,5,"M","SAN","Sanikiluaq",NA,NA,2002,"5",17,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01155","HL032","librairie_143_haplotypes615"
"S_20_00742","ARSQ_04_A","G_20_00742","BELUGA","Delphinapterus","leucas",NA,27,NA,"SAN","Sanikiluaq",NA,NA,2004,NA,NA,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_00990",NA,"librairie_143_haplotypes615"
"S_20_00743","ARSQ_02_1034","G_20_00743","BELUGA","Delphinapterus","leucas",NA,27,NA,"SAN",NA,NA,NA,2002,NA,NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_02288",NA,"librairie_143_haplotypes615"
"S_20_00744","ARSQ_02_1010","G_20_00744","BELUGA","Delphinapterus","leucas",NA,25,"M","SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq","Charle_Sala","M","qPCR","S_Guillou","ADN_20_02287","HL022","librairie_143_haplotypes615"
"S_20_00745","ARSQ_03_1020","G_20_00745","BELUGA","Delphinapterus","leucas",NA,20,NA,"SAN","Sanikiluaq",NA,NA,2003,"9",NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01086","HL001","librairie_143_haplotypes615"
"S_20_00746","ARSQ_03_1021","G_20_00746","BELUGA","Delphinapterus","leucas",NA,23,NA,"SAN","Sanikiluaq",NA,NA,2003,"10",29,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01087","HL008","librairie_143_haplotypes615"
"S_20_00747","ARSQ_04_1026","G_20_00747","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq","Ronnie_Tookalook","M","qPCR","S_Guillou","ADN_20_04848","HL039","librairie_143_haplotypes615"
"S_20_00748","ARSQ_04_1065","G_20_00748","BELUGA","Delphinapterus","leucas",NA,53,"F","SAN","Sanikiluaq",NA,NA,2004,"6",17,"Sanikiluaq","Charlie_Sala","F","qPCR","S_Guillou","ADN_20_01090","HL001","librairie_143_haplotypes615"
"S_20_00749","ARSQ_2004_2","G_20_00749","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01101","HL016","librairie_143_haplotypes615"
"S_20_00750","ARSQ_03_1040","G_20_00750","BELUGA","Delphinapterus","leucas",NA,21,"M","SAN","Sanikiluaq",NA,NA,2003,"9",29,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01089","HL001","librairie_143_haplotypes615"
"S_20_00751","ARSQ_03_1024","G_20_00751","BELUGA","Delphinapterus","leucas",NA,23,NA,"SAN","Sanikiluaq",NA,NA,2003,NA,NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01088","HL001","librairie_143_haplotypes615"
"S_20_00752","ARSQ_2004_1","G_20_00752","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01100","HL008","librairie_143_haplotypes615"
"S_20_00753","ARSQ_2004_11","G_20_00753","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"U","qPCR","S_Guillou","ADN_20_01110","HL034","librairie_143_haplotypes615"
"S_20_00754","ARSQ_2004_14","G_20_00754","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01113","HL039","librairie_143_haplotypes615"
"S_20_00755","ARSQ_04_1075","G_20_00755","BELUGA","Delphinapterus","leucas",NA,32,"F","SAN","Sanikiluaq",NA,NA,2004,"6",17,"Sanikiluaq","Charlie_Sala","F","qPCR","S_Guillou","ADN_20_01097","HL001","librairie_143_haplotypes615"
"S_20_00756","ARSQ_04_1077","G_20_00756","BELUGA","Delphinapterus","leucas",NA,28,"F","SAN","Sanikiluaq",NA,NA,2004,"6",17,"Sanikiluaq","Charlie_Sala","F","qPCR","S_Guillou","ADN_20_01098","HL001","librairie_143_haplotypes615"
"S_20_00757","ARSQ_04_1086","G_20_00757","BELUGA","Delphinapterus","leucas",NA,23,"F","SAN","Sanikiluaq",NA,NA,2004,"6",17,"Sanikiluaq","Charlie_Sala","F","qPCR","S_Guillou","ADN_20_01099","HL022","librairie_143_haplotypes615"
"S_20_00758","ARSQ_2004_8","G_20_00758","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01107","HL039","librairie_143_haplotypes615"
"S_20_00759","ARSQ_2004_9","G_20_00759","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01108","HL016","librairie_143_haplotypes615"
"S_20_00760","ARSQ_2004_10","G_20_00760","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2005,"12",NA,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01109","HL016","librairie_143_haplotypes615"
"S_20_00761","ARSQ_2004_19","G_20_00761","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq",NA,NA,2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01118","HL008","librairie_143_haplotypes615"
"S_20_00762","ARSQ_2004_20","G_20_00762","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01119","HL008","librairie_143_haplotypes615"
"S_20_00763","ARSQ_04_1016","G_20_00763","BELUGA","Delphinapterus","leucas",NA,17,"F","SAN","Sanikiluaq",NA,NA,2004,"12",17,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_04846","HL039","librairie_143_haplotypes615"
"S_20_00764","ARSQ_2004_16","G_20_00764","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01115","HL001","librairie_143_haplotypes615"
"S_20_00765","ARSQ_02_1001","G_20_00765","BELUGA","Delphinapterus","leucas",NA,17,"M","SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01152","HL022","librairie_143_haplotypes615"
"S_20_00766","ARSQ_02_1002","G_20_00766","BELUGA","Delphinapterus","leucas",NA,32,"M","SAN","Sanikiluaq",NA,NA,2002,"5",30,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01153","HL001","librairie_143_haplotypes615"
"S_20_00767","ARSQ_04_1071","G_20_00767","BELUGA","Delphinapterus","leucas",NA,35,"F","SAN","Sanikiluaq",NA,NA,2004,"6",18,"Sanikiluaq",NA,"F","qPCR","S_Guillou","ADN_20_01094","HL022","librairie_143_haplotypes615"
"S_20_00768","ARSQ_2004_12","G_20_00768","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01111","HL001","librairie_143_haplotypes615"
"S_20_00769","ARSQ_2004_13","G_20_00769","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SAN","Sanikiluaq","56.103110000000001","-79.333529999999996",2005,"5",19,"Sanikiluaq",NA,"M","qPCR","S_Guillou","ADN_20_01112","HL034","librairie_143_haplotypes615"
"S_20_00770","ARNR_03_01","G_20_00770","BELUGA","Delphinapterus","leucas",NA,NA,"M","SWH","Nelson_River","57.06494","-92.19655",2003,"7",30,"Churchill",NA,"M","qPCR","S_Guillou","ADN_20_01128","HL015","librairie_143_haplotypes615"
"S_20_00771","ARNR_03_04","G_20_00771","BELUGA","Delphinapterus","leucas",NA,NA,"M","SWH","Nelson_River","57.06494","-92.19655",2003,"8",4,"Churchill",NA,"M","qPCR","S_Guillou","ADN_20_01131","HL001","librairie_143_haplotypes615"
"S_20_00772","ARNR_03_02","G_20_00772","BELUGA","Delphinapterus","leucas",NA,NA,"F","SWH","Nelson_River","57.06494","-92.19655",2003,"8",3,"Churchill",NA,"F","qPCR","S_Guillou","ADN_20_01129","HL003","librairie_143_haplotypes615"
"S_20_00773","ARNR_05_03","G_20_00773","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SWH","Nelson_River","57.06494","-92.19655",2005,"7",31,"DFO_MPO",NA,NA,NA,NA,"ADN_20_01069","HL003","librairie_143_haplotypes615"
"S_20_00774","ARNR_05_02","G_20_00774","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SWH","Nelson_River",NA,NA,2005,"7",23,"DFO_MPO",NA,"F","qPCR","S_Guillou","ADN_20_02399","HL003","librairie_143_haplotypes615"
"S_20_00775","ARNR_05_01","G_20_00775","BELUGA","Delphinapterus","leucas",NA,NA,NA,"SWH","Nelson_River","57.06494","-92.19655",2005,"7",23,"Churchill",NA,"M","qPCR","S_Guillou","ADN_20_01067","HL012","librairie_143_haplotypes615"
"S_20_00776","ARPG_02_1037","G_20_00776","BELUGA","Delphinapterus","leucas",NA,32,"M","CSB","Pangnirtung_Ilugajut",NA,NA,2002,"7",NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01140","HL003","librairie_143_haplotypes615"
"S_20_00777","ARPG_02_1198","G_20_00777","BELUGA","Delphinapterus","leucas",NA,NA,"F","CSB","Pangnirtung",NA,NA,2002,"7",22,"Pangnirtung","J_Newkingak","F","PCR","C_Bonnet","ADN_20_01151","HL022","librairie_143_haplotypes615"
"S_20_00778","ARPG_02_1077","G_20_00778","BELUGA","Delphinapterus","leucas",NA,38,"M","CSB","Pangnirtung_Imilit",NA,NA,2002,"7",6,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_01148","HL040","librairie_143_haplotypes615"
"S_20_00779","ARNR_02_01","G_20_00779","BELUGA","Delphinapterus","leucas",NA,NA,"F","SWH","Nelson_River","57.06494","-92.19655",2002,"7",13,"Churchill",NA,"F","qPCR","C_Bonnet","ADN_20_01060","HL012","librairie_143_haplotypes615"
"S_20_00780","ARCH_01_1111","G_20_00780","BELUGA","Delphinapterus","leucas",NA,15,"F","NWH","Coral Harbour_Ruin Point",NA,NA,2001,"9",3,"Coral Harbour",NA,"F","qPCR","S_Guillou","ADN_20_01027","HL020","librairie_143_haplotypes615"
"S_20_00781","ARPG_07_1317","G_20_00781","BELUGA","Delphinapterus","leucas",NA,13,"F","CSB","Pangnirtung",NA,NA,2007,"7",4,"Pangnirtung","Joetie_Papatsie","F","qPCR","C_Bonnet","ADN_20_00986","HL003","librairie_143_haplotypes615"
"S_20_00782","ARPG_05_1230","G_20_00782","BELUGA","Delphinapterus","leucas",NA,NA,"M","CSB","Pangnirtung","66.1466","-65.7012",2005,NA,NA,"Pangnirtung",NA,"M","qPCR","S_Guillou","ADN_20_00969","HL003","librairie_143_haplotypes615"
"S_20_00783","ARPG_05_1238","G_20_00783","BELUGA","Delphinapterus","leucas",NA,35,"F","CSB","Pangnirtung",NA,NA,2005,NA,NA,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_01057",NA,"librairie_143_haplotypes615"
"S_20_00784","ARPG_07_1328","G_20_00784","BELUGA","Delphinapterus","leucas",NA,29,"M","CSB","Pangnirtung_Kangilo_Fjord",NA,NA,2007,"7",4,"Pangnirtung","R_Dialla","M","qPCR","C_Bonnet","ADN_20_00988","HL024","librairie_143_haplotypes615"
"S_20_00785","ARPG_06_01","G_20_00785","BELUGA","Delphinapterus","leucas",NA,NA,NA,"CSB","Pangnirtung",NA,NA,2006,"7",18,"Pangnirtung",NA,"F","qPCR","S_Guillou","ADN_20_00989","HL003","librairie_143_haplotypes615"
"S_20_00786","ARAR_03_1070","G_20_00786","BELUGA","Delphinapterus","leucas",NA,18,"M","NWH","Arviat",NA,NA,2003,"8",12,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01017","HL041","librairie_143_haplotypes615"
"S_20_00787","ARAR_03_1051","G_20_00787","BELUGA","Delphinapterus","leucas",NA,NA,NA,"NWH","Arviat",NA,NA,2003,"8",14,NA,NA,"M","qPCR","S_Guillou","ADN_20_00999","HL003","librairie_143_haplotypes615"
"S_20_00788","ARNR_04_01","G_20_00788","BELUGA","Delphinapterus","leucas",NA,NA,"M","SWH","Nelson_River","57.06494","-92.19655",2004,"7",24,"Churchill",NA,"M","qPCR","C_Bonnet","ADN_20_01061","HL042","librairie_143_haplotypes615"
"S_20_00789","ARAR_03_1063","G_20_00789","BELUGA","Delphinapterus","leucas",NA,42,"M","NWH","Arviat",NA,NA,2003,"8",NA,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01010","HL003","librairie_143_haplotypes615"
"S_20_00790","ARAR_03_1064","G_20_00790","BELUGA","Delphinapterus","leucas",NA,28,"M","NWH","Arviat",NA,NA,2003,"8",27,"Arviat",NA,"M","qPCR","C_Bonnet","ADN_20_01011","HL043","librairie_143_haplotypes615"
"S_20_00791","ARAR_03_1065","G_20_00791","BELUGA","Delphinapterus","leucas",NA,17,"F","NWH","Arviat",NA,NA,2003,"8",6,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_01012","HL044","librairie_143_haplotypes615"
"S_20_00792","ARAR_03_1066","G_20_00792","BELUGA","Delphinapterus","leucas",NA,24,"M","NWH","Arviat",NA,NA,2003,"8",10,"Arviat",NA,"M","qPCR","C_Bonnet","ADN_20_01013","HL006","librairie_143_haplotypes615"
"S_20_00793","ARAR_03_1067","G_20_00793","BELUGA","Delphinapterus","leucas",NA,29,"F","NWH","Arviat",NA,NA,2003,"8",4,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_01014","HL003","librairie_143_haplotypes615"
"S_20_00794","ARAR_03_1068","G_20_00794","BELUGA","Delphinapterus","leucas",NA,6,"F","NWH","Arviat",NA,NA,2003,"8",14,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01015","HL003","librairie_143_haplotypes615"
"S_20_00795","ARAR_03_1069","G_20_00795","BELUGA","Delphinapterus","leucas",NA,24,"F","NWH","Arviat",NA,NA,2003,"8",17,"Arviat",NA,"F","qPCR","S_Guillou","ADN_20_01016","HL045","librairie_143_haplotypes615"
"S_20_00796","ARAR_03_1078","G_20_00796","BELUGA","Delphinapterus","leucas",NA,8,"F","NWH","Arviat",NA,NA,2003,"8",14,"Arviat",NA,"F","qPCR","C_Bonnet","ADN_20_01024","HL001","librairie_143_haplotypes615"
"S_20_00797","ARAR_03_1044","G_20_00797","BELUGA","Delphinapterus","leucas",NA,27,"M","NWH","Arviat",NA,NA,2003,"8",17,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_00994","HL046","librairie_143_haplotypes615"
"S_20_00798","ARAR_03_1047","G_20_00798","BELUGA","Delphinapterus","leucas",NA,18,"F","NWH","Arviat",NA,NA,2003,"8",17,"Arviat",NA,"M","PCR","C_Bonnet","ADN_20_00996","HL001","librairie_143_haplotypes615"
"S_20_00799","ARAR_03_1048","G_20_00799","BELUGA","Delphinapterus","leucas",NA,23,"M","NWH","Arviat",NA,NA,2003,"8",17,"Arviat",NA,"F","qPCR","C_Bonnet","ADN_20_00997","HL047","librairie_143_haplotypes615"
"S_20_00800","ARAR_03_1050","G_20_00800","BELUGA","Delphinapterus","leucas",NA,7,"F","NWH","Arviat",NA,NA,2003,"8",15,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_00998","HL003","librairie_143_haplotypes615"
"S_20_00801","ARAR_03_1052","G_20_00801","BELUGA","Delphinapterus","leucas",NA,15,"M","NWH","Arviat",NA,NA,2003,"8",NA,"Arviat",NA,"M","qPCR","S_Guillou","ADN_20_01000","HL003","librairie_143_haplotypes615"
"S_20_00802","ARAR_03_1053","G_20_00802","BELUGA","Delphinapterus","leucas",NA,16,"M","NWH","Arviat",NA,NA,2003,"8",14,"Arviat",NA,"M","qPCR","C_Bonnet","ADN_20_01001","HL003","librairie_143_haplotypes615"
